Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	ssc05330:Allograft rejection	14	1.3084112149532712	1.4021252261362442E-7	ENSSSCG00000001469, ENSSSCG00000010448, ENSSSCG00000007440, ENSSSCG00000001398, ENSSSCG00000024161, ENSSSCG00000001453, ENSSSCG00000001404, ENSSSCG00000001470, ENSSSCG00000011730, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011899, ENSSSCG00000011877, ENSSSCG00000001231	434	37	7030	6.129032258064516	3.60339715933522E-5	5.147789726156482E-6	1.8294050980749432E-4
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	33	3.08411214953271	1.6331242611943364E-7	ENSSSCG00000008311, ENSSSCG00000017466, ENSSSCG00000005512, ENSSSCG00000005533, ENSSSCG00000009002, ENSSSCG00000015476, ENSSSCG00000000647, ENSSSCG00000008388, ENSSSCG00000011251, ENSSSCG00000027877, ENSSSCG00000023489, ENSSSCG00000017721, ENSSSCG00000006748, ENSSSCG00000011474, ENSSSCG00000004789, ENSSSCG00000017723, ENSSSCG00000026602, ENSSSCG00000017705, ENSSSCG00000007440, ENSSSCG00000010448, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000008977, ENSSSCG00000009817, ENSSSCG00000011576, ENSSSCG00000015654, ENSSSCG00000008978, ENSSSCG00000015653, ENSSSCG00000017698, ENSSSCG00000008959, ENSSSCG00000016254, ENSSSCG00000011404, ENSSSCG00000008953	758	179	11564	2.812546984861662	4.289297618130794E-4	2.144878834325903E-4	2.8972307386521123E-4
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	26	2.4299065420560746	2.7041109126451154E-7	ENSSSCG00000017466, ENSSSCG00000006736, ENSSSCG00000016832, ENSSSCG00000022246, ENSSSCG00000006731, ENSSSCG00000001404, ENSSSCG00000000293, ENSSSCG00000006287, ENSSSCG00000000653, ENSSSCG00000023489, ENSSSCG00000006862, ENSSSCG00000004789, ENSSSCG00000009132, ENSSSCG00000013894, ENSSSCG00000007440, ENSSSCG00000010448, ENSSSCG00000030900, ENSSSCG00000021576, ENSSSCG00000008977, ENSSSCG00000013655, ENSSSCG00000009817, ENSSSCG00000005211, ENSSSCG00000001456, ENSSSCG00000007836, ENSSSCG00000011877, ENSSSCG00000015041	847	124	13132	3.250866435617169	9.463941615805993E-5	9.463941615805993E-5	3.6983493073572404E-4
KEGG_PATHWAY	ssc05145:Toxoplasmosis	24	2.2429906542056073	3.134902520724323E-7	ENSSSCG00000010330, ENSSSCG00000002385, ENSSSCG00000001469, ENSSSCG00000015085, ENSSSCG00000017755, ENSSSCG00000007440, ENSSSCG00000009002, ENSSSCG00000030900, ENSSSCG00000004110, ENSSSCG00000001556, ENSSSCG00000017403, ENSSSCG00000017254, ENSSSCG00000001453, ENSSSCG00000001404, ENSSSCG00000001470, ENSSSCG00000011730, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011251, ENSSSCG00000027855, ENSSSCG00000013291, ENSSSCG00000015783, ENSSSCG00000001952, ENSSSCG00000003395	434	114	7030	3.410138248847926	8.05637619816224E-5	1.0070825215868773E-5	4.090220018682089E-4
KEGG_PATHWAY	ssc05162:Measles	26	2.4299065420560746	3.438508573343162E-7	ENSSSCG00000025181, ENSSSCG00000009002, ENSSSCG00000008265, ENSSSCG00000017403, ENSSSCG00000013888, ENSSSCG00000021504, ENSSSCG00000006350, ENSSSCG00000006543, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000002002, ENSSSCG00000004421, ENSSSCG00000001952, ENSSSCG00000005163, ENSSSCG00000003395, ENSSSCG00000000396, ENSSSCG00000004154, ENSSSCG00000003112, ENSSSCG00000030408, ENSSSCG00000010448, ENSSSCG00000004110, ENSSSCG00000012077, ENSSSCG00000011730, ENSSSCG00000020906, ENSSSCG00000009881, ENSSSCG00000009882	434	132	7030	3.1905460131266583	8.836578104443049E-5	9.81880574302263E-6	4.486344929666153E-4
KEGG_PATHWAY	ssc05416:Viral myocarditis	17	1.588785046728972	6.41150590127925E-7	ENSSSCG00000000769, ENSSSCG00000001469, ENSSSCG00000008833, ENSSSCG00000024674, ENSSSCG00000007440, ENSSSCG00000001398, ENSSSCG00000024161, ENSSSCG00000001453, ENSSSCG00000013655, ENSSSCG00000001470, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011899, ENSSSCG00000004421, ENSSSCG00000015783, ENSSSCG00000011877, ENSSSCG00000001231	434	62	7030	4.441430057975323	1.647621797189469E-4	1.6477439695350427E-5	8.365305732782602E-4
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	26	2.4299065420560746	6.70029870950081E-7	ENSSSCG00000000769, ENSSSCG00000007067, ENSSSCG00000008820, ENSSSCG00000011004, ENSSSCG00000005533, ENSSSCG00000002385, ENSSSCG00000024674, ENSSSCG00000017755, ENSSSCG00000011810, ENSSSCG00000010448, ENSSSCG00000007440, ENSSSCG00000027550, ENSSSCG00000008977, ENSSSCG00000022101, ENSSSCG00000026803, ENSSSCG00000002555, ENSSSCG00000000668, ENSSSCG00000024975, ENSSSCG00000021443, ENSSSCG00000008978, ENSSSCG00000008959, ENSSSCG00000004421, ENSSSCG00000023489, ENSSSCG00000010312, ENSSSCG00000001952, ENSSSCG00000008953	758	128	11564	3.0988621372031657	0.0017586208715189011	5.865509319026296E-4	0.0011886559708518263
GOTERM_BP_DIRECT	GO:0045071~negative regulation of viral genome replication	11	1.0280373831775702	7.129808938275544E-7	ENSSSCG00000016512, ENSSSCG00000024867, ENSSSCG00000001404, ENSSSCG00000006543, ENSSSCG00000012077, ENSSSCG00000017705, ENSSSCG00000008648, ENSSSCG00000009882, ENSSSCG00000005926, ENSSSCG00000009921, ENSSSCG00000010453	758	23	11564	7.296317540438225	0.001871248503276357	4.6814075688772494E-4	0.001264852103943781
GOTERM_CC_DIRECT	GO:0005615~extracellular space	85	7.943925233644859	9.001388651282138E-7	ENSSSCG00000006776, ENSSSCG00000028525, ENSSSCG00000015403, ENSSSCG00000023796, ENSSSCG00000024671, ENSSSCG00000011010, ENSSSCG00000007079, ENSSSCG00000021504, ENSSSCG00000015476, ENSSSCG00000029852, ENSSSCG00000013418, ENSSSCG00000027331, ENSSSCG00000007501, ENSSSCG00000000155, ENSSSCG00000001404, ENSSSCG00000006161, ENSSSCG00000017137, ENSSSCG00000009565, ENSSSCG00000027797, ENSSSCG00000023489, ENSSSCG00000006862, ENSSSCG00000017721, ENSSSCG00000013181, ENSSSCG00000004789, ENSSSCG00000005979, ENSSSCG00000017723, ENSSSCG00000009051, ENSSSCG00000004808, ENSSSCG00000025588, ENSSSCG00000012277, ENSSSCG00000017420, ENSSSCG00000008977, ENSSSCG00000013655, ENSSSCG00000000261, ENSSSCG00000000784, ENSSSCG00000023693, ENSSSCG00000011730, ENSSSCG00000012482, ENSSSCG00000006359, ENSSSCG00000015654, ENSSSCG00000029587, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000020906, ENSSSCG00000015653, ENSSSCG00000006858, ENSSSCG00000002444, ENSSSCG00000011102, ENSSSCG00000005512, ENSSSCG00000013286, ENSSSCG00000000544, ENSSSCG00000002385, ENSSSCG00000000442, ENSSSCG00000004658, ENSSSCG00000021865, ENSSSCG00000000240, ENSSSCG00000004180, ENSSSCG00000004485, ENSSSCG00000020784, ENSSSCG00000014171, ENSSSCG00000004894, ENSSSCG00000006648, ENSSSCG00000017472, ENSSSCG00000015398, ENSSSCG00000005163, ENSSSCG00000014232, ENSSSCG00000015399, ENSSSCG00000008962, ENSSSCG00000001050, ENSSSCG00000017705, ENSSSCG00000011496, ENSSSCG00000016416, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000015435, ENSSSCG00000006197, ENSSSCG00000011400, ENSSSCG00000005055, ENSSSCG00000016018, ENSSSCG00000016254, ENSSSCG00000010728, ENSSSCG00000008959, ENSSSCG00000011404, ENSSSCG00000010312, ENSSSCG00000008953	847	767	13132	1.7181893607163252	3.1499912193866386E-4	1.5751196597901806E-4	0.0012310939779602847
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	195	18.22429906542056	9.970947723781723E-7	ENSSSCG00000017498, ENSSSCG00000017343, ENSSSCG00000008832, ENSSSCG00000016873, ENSSSCG00000021460, ENSSSCG00000016872, ENSSSCG00000011295, ENSSSCG00000004507, ENSSSCG00000012621, ENSSSCG00000027557, ENSSSCG00000016220, ENSSSCG00000024975, ENSSSCG00000006472, ENSSSCG00000000396, ENSSSCG00000010991, ENSSSCG00000011474, ENSSSCG00000022312, ENSSSCG00000016884, ENSSSCG00000001509, ENSSSCG00000014780, ENSSSCG00000009709, ENSSSCG00000011874, ENSSSCG00000017893, ENSSSCG00000011576, ENSSSCG00000026506, ENSSSCG00000022011, ENSSSCG00000026502, ENSSSCG00000001252, ENSSSCG00000013286, ENSSSCG00000006348, ENSSSCG00000009474, ENSSSCG00000006543, ENSSSCG00000012521, ENSSSCG00000002755, ENSSSCG00000024592, ENSSSCG00000016101, ENSSSCG00000005992, ENSSSCG00000017091, ENSSSCG00000012318, ENSSSCG00000028274, ENSSSCG00000011495, ENSSSCG00000006335, ENSSSCG00000011071, ENSSSCG00000003669, ENSSSCG00000024867, ENSSSCG00000020927, ENSSSCG00000000668, ENSSSCG00000001233, ENSSSCG00000003599, ENSSSCG00000004049, ENSSSCG00000013316, ENSSSCG00000008736, ENSSSCG00000001483, ENSSSCG00000015476, ENSSSCG00000006163, ENSSSCG00000016050, ENSSSCG00000027855, ENSSSCG00000009871, ENSSSCG00000029430, ENSSSCG00000009874, ENSSSCG00000017003, ENSSSCG00000029438, ENSSSCG00000017823, ENSSSCG00000016986, ENSSSCG00000013303, ENSSSCG00000026741, ENSSSCG00000005981, ENSSSCG00000010570, ENSSSCG00000016991, ENSSSCG00000011730, ENSSSCG00000006173, ENSSSCG00000009882, ENSSSCG00000003407, ENSSSCG00000013179, ENSSSCG00000016646, ENSSSCG00000005177, ENSSSCG00000012050, ENSSSCG00000008311, ENSSSCG00000002516, ENSSSCG00000006595, ENSSSCG00000022387, ENSSSCG00000005944, ENSSSCG00000022101, ENSSSCG00000012569, ENSSSCG00000016438, ENSSSCG00000010461, ENSSSCG00000029649, ENSSSCG00000001952, ENSSSCG00000015393, ENSSSCG00000017705, ENSSSCG00000016059, ENSSSCG00000010064, ENSSSCG00000017700, ENSSSCG00000006681, ENSSSCG00000008443, ENSSSCG00000016151, ENSSSCG00000001869, ENSSSCG00000012173, ENSSSCG00000005437, ENSSSCG00000004199, ENSSSCG00000027862, ENSSSCG00000010453, ENSSSCG00000011014, ENSSSCG00000001079, ENSSSCG00000017693, ENSSSCG00000008265, ENSSSCG00000017403, ENSSSCG00000012996, ENSSSCG00000005833, ENSSSCG00000017921, ENSSSCG00000028711, ENSSSCG00000005627, ENSSSCG00000027243, ENSSSCG00000004369, ENSSSCG00000010448, ENSSSCG00000017416, ENSSSCG00000007458, ENSSSCG00000017420, ENSSSCG00000021586, ENSSSCG00000012482, ENSSSCG00000020719, ENSSSCG00000000978, ENSSSCG00000005724, ENSSSCG00000004792, ENSSSCG00000014039, ENSSSCG00000028063, ENSSSCG00000017525, ENSSSCG00000000488, ENSSSCG00000004475, ENSSSCG00000010211, ENSSSCG00000023325, ENSSSCG00000008898, ENSSSCG00000023863, ENSSSCG00000015798, ENSSSCG00000002002, ENSSSCG00000011414, ENSSSCG00000009679, ENSSSCG00000002004, ENSSSCG00000009676, ENSSSCG00000022689, ENSSSCG00000017538, ENSSSCG00000004154, ENSSSCG00000009132, ENSSSCG00000007286, ENSSSCG00000003983, ENSSSCG00000012077, ENSSSCG00000011404, ENSSSCG00000030548, ENSSSCG00000005701, ENSSSCG00000015783, ENSSSCG00000011407, ENSSSCG00000025294, ENSSSCG00000000186, ENSSSCG00000025182, ENSSSCG00000007079, ENSSSCG00000012394, ENSSSCG00000015782, ENSSSCG00000002474, ENSSSCG00000000843, ENSSSCG00000026940, ENSSSCG00000011251, ENSSSCG00000009565, ENSSSCG00000009567, ENSSSCG00000009921, ENSSSCG00000024938, ENSSSCG00000026407, ENSSSCG00000024023, ENSSSCG00000009051, ENSSSCG00000014277, ENSSSCG00000010504, ENSSSCG00000025417, ENSSSCG00000000839, ENSSSCG00000026931, ENSSSCG00000005374, ENSSSCG00000000021, ENSSSCG00000014167, ENSSSCG00000000620, ENSSSCG00000004241, ENSSSCG00000015002, ENSSSCG00000011390, ENSSSCG00000017263, ENSSSCG00000004894, ENSSSCG00000009778, ENSSSCG00000004897, ENSSSCG00000008190, ENSSSCG00000010261, ENSSSCG00000030408, ENSSSCG00000015019, ENSSSCG00000015435, ENSSSCG00000017192, ENSSSCG00000017254, ENSSSCG00000009434, ENSSSCG00000011912, ENSSSCG00000024152, ENSSSCG00000021443	847	2199	13132	1.3748548363455966	3.4892245672568656E-4	1.1632101562930597E-4	0.0013636969394270615
KEGG_PATHWAY	ssc04064:NF-kappa B signaling pathway	20	1.8691588785046727	1.3771520435104247E-6	ENSSSCG00000004154, ENSSSCG00000030408, ENSSSCG00000007440, ENSSSCG00000004110, ENSSSCG00000008162, ENSSSCG00000010504, ENSSSCG00000013655, ENSSSCG00000001404, ENSSSCG00000009542, ENSSSCG00000017698, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000005838, ENSSSCG00000014216, ENSSSCG00000001009, ENSSSCG00000001952, ENSSSCG00000010312, ENSSSCG00000008953, ENSSSCG00000006862, ENSSSCG00000016101	434	89	7030	3.6400352094444157	3.538656936505902E-4	3.217478409778263E-5	0.0017968082672847885
INTERPRO	IPR003006:Immunoglobulin/major histocompatibility complex, conserved site	12	1.1214953271028036	2.301979771269519E-6	ENSSSCG00000024161, ENSSSCG00000004682, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001469, ENSSSCG00000001457, ENSSSCG00000001229, ENSSSCG00000001456, ENSSSCG00000001507, ENSSSCG00000004687, ENSSSCG00000001398, ENSSSCG00000001231	952	32	15036	5.922794117647059	0.003398842812724512	0.003398842812724512	0.0038182317667723176
INTERPRO	IPR003597:Immunoglobulin C1-set	13	1.2149532710280373	3.0391503238507433E-6	ENSSSCG00000024161, ENSSSCG00000004682, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001469, ENSSSCG00000001457, ENSSSCG00000001229, ENSSSCG00000001456, ENSSSCG00000001507, ENSSSCG00000004687, ENSSSCG00000001398, ENSSSCG00000000704, ENSSSCG00000001231	952	39	15036	5.264705882352941	0.004484823169686902	0.0022449314434362933	0.00504092772154463
KEGG_PATHWAY	ssc05332:Graft-versus-host disease	12	1.1214953271028036	3.3483721576305996E-6	ENSSSCG00000024161, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001404, ENSSSCG00000001469, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011899, ENSSSCG00000010448, ENSSSCG00000001398, ENSSSCG00000011877, ENSSSCG00000001231	434	34	7030	5.716996476009759	8.601629327983362E-4	7.17085192554201E-5	0.004368661663145534
KEGG_PATHWAY	ssc04940:Type I diabetes mellitus	13	1.2149532710280373	3.929003643413498E-6	ENSSSCG00000001469, ENSSSCG00000010448, ENSSSCG00000001398, ENSSSCG00000024161, ENSSSCG00000001453, ENSSSCG00000001404, ENSSSCG00000001470, ENSSSCG00000011730, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011899, ENSSSCG00000011877, ENSSSCG00000001231	434	41	7030	5.136000899179499	0.0010092462880708641	7.767051579932183E-5	0.0051262006581342945
KEGG_PATHWAY	ssc04514:Cell adhesion molecules (CAMs)	25	2.336448598130841	5.578203197601096E-6	ENSSSCG00000006736, ENSSSCG00000015124, ENSSSCG00000013286, ENSSSCG00000001469, ENSSSCG00000006731, ENSSSCG00000022246, ENSSSCG00000007440, ENSSSCG00000001398, ENSSSCG00000024788, ENSSSCG00000024161, ENSSSCG00000003079, ENSSSCG00000013655, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000007401, ENSSSCG00000001457, ENSSSCG00000005211, ENSSSCG00000001456, ENSSSCG00000005723, ENSSSCG00000011899, ENSSSCG00000006286, ENSSSCG00000006287, ENSSSCG00000011877, ENSSSCG00000001231, ENSSSCG00000006862	434	143	7030	2.8318455737810577	0.0014325751034642842	1.023949158714954E-4	0.007277851442899497
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	14	1.3084112149532712	6.4209364322375485E-6	ENSSSCG00000017721, ENSSSCG00000028216, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000015476, ENSSSCG00000022101, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000011404, ENSSSCG00000010461, ENSSSCG00000001009, ENSSSCG00000005992	758	47	11564	4.544321562903497	0.016726388433761175	0.003367886735857195	0.011390413145884182
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	12	1.1214953271028036	6.72817795263623E-6	ENSSSCG00000017721, ENSSSCG00000008977, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000023489, ENSSSCG00000008953	718	35	11233	5.363947473139674	0.0043235874452743905	0.0043235874452743905	0.010032752087063557
KEGG_PATHWAY	ssc04612:Antigen processing and presentation	16	1.4953271028037385	7.991959473203052E-6	ENSSSCG00000001469, ENSSSCG00000006625, ENSSSCG00000001507, ENSSSCG00000016138, ENSSSCG00000004687, ENSSSCG00000001398, ENSSSCG00000013901, ENSSSCG00000024161, ENSSSCG00000001453, ENSSSCG00000001404, ENSSSCG00000001470, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000006648, ENSSSCG00000002004, ENSSSCG00000001231	434	66	7030	3.9268258623097334	0.0020518338971039496	1.3692007839938292E-4	0.010426914553762767
KEGG_PATHWAY	ssc05166:HTLV-I infection	35	3.2710280373831773	8.840577274108646E-6	ENSSSCG00000001079, ENSSSCG00000025182, ENSSSCG00000001469, ENSSSCG00000024671, ENSSSCG00000002385, ENSSSCG00000012967, ENSSSCG00000022387, ENSSSCG00000008162, ENSSSCG00000016138, ENSSSCG00000013237, ENSSSCG00000013888, ENSSSCG00000029852, ENSSSCG00000024161, ENSSSCG00000001470, ENSSSCG00000016140, ENSSSCG00000001404, ENSSSCG00000012623, ENSSSCG00000009679, ENSSSCG00000015235, ENSSSCG00000003395, ENSSSCG00000001952, ENSSSCG00000006862, ENSSSCG00000009051, ENSSSCG00000007440, ENSSSCG00000001398, ENSSSCG00000011106, ENSSSCG00000013655, ENSSSCG00000001453, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000004167, ENSSSCG00000022111, ENSSSCG00000015595, ENSSSCG00000011102, ENSSSCG00000001231	434	250	7030	2.267741935483871	0.0022694592769403332	1.4199231829459258E-4	0.011534026536585973
SMART	SM00407:IGc1	13	1.2149532710280373	9.264235524925507E-6	ENSSSCG00000024161, ENSSSCG00000004682, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001469, ENSSSCG00000001457, ENSSSCG00000001229, ENSSSCG00000001456, ENSSSCG00000001507, ENSSSCG00000004687, ENSSSCG00000001398, ENSSSCG00000000704, ENSSSCG00000001231	543	38	7439	4.686779102452263	0.0029601791044807646	0.0029601791044807646	0.012500872958687292
GOTERM_BP_DIRECT	GO:0043491~protein kinase B signaling	10	0.9345794392523363	1.657762197194033E-5	ENSSSCG00000029438, ENSSSCG00000003471, ENSSSCG00000001404, ENSSSCG00000028216, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000009565, ENSSSCG00000007440, ENSSSCG00000005724, ENSSSCG00000017700	758	25	11564	6.102374670184697	0.04261509987250589	0.007232017837464633	0.029405354422895602
KEGG_PATHWAY	ssc05140:Leishmaniasis	15	1.4018691588785046	1.7359003393989145E-5	ENSSSCG00000002385, ENSSSCG00000001469, ENSSSCG00000017755, ENSSSCG00000009002, ENSSSCG00000004110, ENSSSCG00000001556, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000001952	434	62	7030	3.918908874684109	0.00445136576637839	2.623951327409557E-4	0.022646590410024814
KEGG_PATHWAY	ssc05152:Tuberculosis	27	2.5233644859813085	1.992085033587233E-5	ENSSSCG00000000769, ENSSSCG00000002867, ENSSSCG00000001469, ENSSSCG00000002385, ENSSSCG00000017755, ENSSSCG00000009002, ENSSSCG00000001556, ENSSSCG00000016138, ENSSSCG00000021504, ENSSSCG00000006350, ENSSSCG00000001404, ENSSSCG00000001470, ENSSSCG00000026940, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000006648, ENSSSCG00000005163, ENSSSCG00000012890, ENSSSCG00000015085, ENSSSCG00000006625, ENSSSCG00000003928, ENSSSCG00000001453, ENSSSCG00000011730, ENSSSCG00000020719, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000015783	434	174	7030	2.5135070713491183	0.005106626155346183	2.843878613798534E-4	0.025988379994157373
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	12	1.1214953271028036	2.0650460277276017E-5	ENSSSCG00000017721, ENSSSCG00000008977, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000023489, ENSSSCG00000008953	758	38	11564	4.817664213303708	0.052804077151845985	0.007719949686688432	0.03662849862908768
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	17	1.588785046728972	2.1633257142387774E-5	ENSSSCG00000017466, ENSSSCG00000007007, ENSSSCG00000006582, ENSSSCG00000024596, ENSSSCG00000026602, ENSSSCG00000010448, ENSSSCG00000007440, ENSSSCG00000008977, ENSSSCG00000009817, ENSSSCG00000011730, ENSSSCG00000008978, ENSSSCG00000008959, ENSSSCG00000010831, ENSSSCG00000023489, ENSSSCG00000001952, ENSSSCG00000028711, ENSSSCG00000008953	758	75	11564	3.458012313104662	0.05524645197020561	0.007078724617867627	0.03837140677988016
UP_KEYWORDS	Chemotaxis	12	1.1214953271028036	2.261463392827753E-5	ENSSSCG00000017721, ENSSSCG00000008977, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000023489, ENSSSCG00000008953	1002	40	16059	4.808083832335329	0.006132369776835289	0.001536630667973049	0.02976402373587872
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	151	14.11214953271028	2.53818960912787E-5	ENSSSCG00000016364, ENSSSCG00000000606, ENSSSCG00000005533, ENSSSCG00000024671, ENSSSCG00000002780, ENSSSCG00000025856, ENSSSCG00000017877, ENSSSCG00000005636, ENSSSCG00000027331, ENSSSCG00000012294, ENSSSCG00000004875, ENSSSCG00000026082, ENSSSCG00000003839, ENSSSCG00000005833, ENSSSCG00000017137, ENSSSCG00000007507, ENSSSCG00000006472, ENSSSCG00000027797, ENSSSCG00000012623, ENSSSCG00000012548, ENSSSCG00000006862, ENSSSCG00000005627, ENSSSCG00000003766, ENSSSCG00000004789, ENSSSCG00000011000, ENSSSCG00000008980, ENSSSCG00000010448, ENSSSCG00000000252, ENSSSCG00000027550, ENSSSCG00000007458, ENSSSCG00000000253, ENSSSCG00000011090, ENSSSCG00000010046, ENSSSCG00000012277, ENSSSCG00000017420, ENSSSCG00000000261, ENSSSCG00000013655, ENSSSCG00000000784, ENSSSCG00000020906, ENSSSCG00000007836, ENSSSCG00000002444, ENSSSCG00000011877, ENSSSCG00000025455, ENSSSCG00000026647, ENSSSCG00000016742, ENSSSCG00000010146, ENSSSCG00000011690, ENSSSCG00000005512, ENSSSCG00000017759, ENSSSCG00000009474, ENSSSCG00000004658, ENSSSCG00000028875, ENSSSCG00000003908, ENSSSCG00000001422, ENSSSCG00000002004, ENSSSCG00000013338, ENSSSCG00000007707, ENSSSCG00000004314, ENSSSCG00000004154, ENSSSCG00000024666, ENSSSCG00000030150, ENSSSCG00000009132, ENSSSCG00000022961, ENSSSCG00000011357, ENSSSCG00000008340, ENSSSCG00000016210, ENSSSCG00000027527, ENSSSCG00000025393, ENSSSCG00000011895, ENSSSCG00000007485, ENSSSCG00000005211, ENSSSCG00000026571, ENSSSCG00000011404, ENSSSCG00000005701, ENSSSCG00000003463, ENSSSCG00000004510, ENSSSCG00000004049, ENSSSCG00000017448, ENSSSCG00000023796, ENSSSCG00000017445, ENSSSCG00000017087, ENSSSCG00000017084, ENSSSCG00000001556, ENSSSCG00000015476, ENSSSCG00000013418, ENSSSCG00000000647, ENSSSCG00000000155, ENSSSCG00000000843, ENSSSCG00000007401, ENSSSCG00000009565, ENSSSCG00000000015, ENSSSCG00000021223, ENSSSCG00000015068, ENSSSCG00000028384, ENSSSCG00000017630, ENSSSCG00000026407, ENSSSCG00000013181, ENSSSCG00000024023, ENSSSCG00000005979, ENSSSCG00000025881, ENSSSCG00000011628, ENSSSCG00000000839, ENSSSCG00000005373, ENSSSCG00000006172, ENSSSCG00000001419, ENSSSCG00000020694, ENSSSCG00000015864, ENSSSCG00000008314, ENSSSCG00000026153, ENSSSCG00000005177, ENSSSCG00000000769, ENSSSCG00000006498, ENSSSCG00000002516, ENSSSCG00000006595, ENSSSCG00000000620, ENSSSCG00000004241, ENSSSCG00000003065, ENSSSCG00000005944, ENSSSCG00000011392, ENSSSCG00000028740, ENSSSCG00000011904, ENSSSCG00000015299, ENSSSCG00000001470, ENSSSCG00000017263, ENSSSCG00000008562, ENSSSCG00000004894, ENSSSCG00000027873, ENSSSCG00000014171, ENSSSCG00000009778, ENSSSCG00000015525, ENSSSCG00000002818, ENSSSCG00000005425, ENSSSCG00000011700, ENSSSCG00000001951, ENSSSCG00000010261, ENSSSCG00000006582, ENSSSCG00000010723, ENSSSCG00000004584, ENSSSCG00000007440, ENSSSCG00000015435, ENSSSCG00000014255, ENSSSCG00000005608, ENSSSCG00000017192, ENSSSCG00000025667, ENSSSCG00000010662, ENSSSCG00000013639, ENSSSCG00000005055, ENSSSCG00000029756, ENSSSCG00000003572, ENSSSCG00000015886, ENSSSCG00000010312	847	1702	13132	1.3755134940905693	0.008844432229011767	0.002218479622477343	0.03470870137296522
INTERPRO	IPR001811:Chemokine interleukin-8-like domain	12	1.1214953271028036	2.5840733234384135E-5	ENSSSCG00000017721, ENSSSCG00000008977, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000023489, ENSSSCG00000008953	952	40	15036	4.738235294117647	0.03749781073189851	0.01265884030464659	0.04285346538430712
